"","year","ncessch","school_id","school_name","leaid","lea_name","state_leaid","seasch","street_mailing","city_mailing","state_mailing","zip_mailing","street_location","city_location","state_location","zip_location","phone","fips","latitude","longitude","csa","cbsa","urban_centric_locale","county_code","school_level","school_type","school_status","lowest_grade_offered","highest_grade_offered","bureau_indian_education","title_i_status","title_i_eligible","title_i_schoolwide","charter","magnet","shared_time","virtual","teachers_fte","free_lunch","reduced_price_lunch","free_or_reduced_price_lunch","elem_cedp","high_cedp","middle_cedp","ungrade_cedp","enrollment","state_leg_district_lower","state_leg_district_upper","ncessch_num","congress_district_id","direct_certification","lunch_program"
"45",2015,"010173002356","02356","Hartselle Intermediate School","0101730","Hartselle City","156","0025","130 Petain Street SW","Hartselle","AL","35640","130 Petain Street SW","Hartselle","AL","35640","2567736094",1,34.432681,-86.929773,"290","19460",23,"1103",2,1,1,5,6,0,-3,-3,-3,0,0,0,1,24,118,24,142,1,0,0,0,448,"","",10173002356,NA,NA,NA
"46",2015,"010177002358","02358","Hope High School","0101770","Houston County","035","0190","404 West Washington","Dothan","AL","36302","1971 Reeves St. Suite 21","Dothan","AL","36303","3347024168",1,31.250709,-85.390022,"222","20020",13,"1069",3,3,1,9,12,0,-3,-3,-3,0,0,0,1,-1,-1,-1,-1,0,1,0,0,-1,"","",10177002358,NA,NA,NA
"47",2015,"010180000619","00619","SR Butler High Sch","0101800","Huntsville City","159","0020","3401 Holmes Ave NW","Huntsville","AL","35816","3401 Holmes Ave","Huntsville","AL","35816","2564287950",1,34.726358,-86.617805,"290","26620",12,"1089",-2,1,2,-2,-2,0,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,0,0,0,NA,"","",10180000619,NA,NA,NA
"48",2015,"010180002172","02172","Providence Elem","0101800","Huntsville City","159","0273","10 Chalkstone St","Huntsville","AL","35806","10 Chalkstone Street","Huntsville","AL","35805","2564287125",1,34.760899,-86.695416,"290","26620",12,"1089",1,1,1,-1,5,0,-3,-3,-3,0,0,0,1,45,307,0,307,1,0,0,0,821,"","",10180002172,NA,NA,NA
"49",2015,"010180002173","02173","Goldsmith-Schiffman Elem","0101800","Huntsville City","159","0132","1210 Taylor Rd SE","Big Cove","AL","35763","1210 Taylor Road","Big Cove","AL","35763","2564287150",1,34.628203,-86.485556,"290","26620",41,"1089",1,1,1,-1,5,0,-3,-3,-3,0,0,0,1,35,59,4,63,1,0,0,0,677,"","",10180002173,NA,NA,NA
"50",2015,"010180002379","02379","Ronald McNair 7-8","0101800","Huntsville City","159","0305","3221 Mastin Lake Road","Huntsville","AL","35810","3221 Mastin Lake Road","Huntsville","AL","35810","2564287600",1,34.769896,-86.609705,"290","26620",12,"1089",2,1,1,7,8,0,-3,-3,-3,0,0,0,1,25,242,0,242,0,0,1,0,355,"","",10180002379,NA,NA,NA
"51",2015,"010192002166","02166","McAdory Middle Sch","0101920","Jefferson County","037","0528","5450 Yellow Jacket Blvd","Mc Calla","AL","35111","5450 Yellow Jacket Boulevard","McCalla","AL","35111","2053794704",1,33.28946,-87.0481,"142","13820",41,"1073",2,1,1,6,8,0,-3,-3,-3,0,0,0,1,39,333,37,370,0,0,1,0,836,"","",10192002166,NA,NA,NA
"52",2015,"010192002169","02169","Pleasant Grove Middle Sch","0101920","Jefferson County","037","0734","805 7th Ave","Pleasant Grove","AL","35127","805 7th Ave","Pleasant Grove","AL","35127","2053795280",1,33.48818,-86.972941,"142","13820",21,"1073",2,1,1,6,8,0,-3,-3,-3,0,0,0,1,19,161,31,192,0,0,1,0,377,"","",10192002169,NA,NA,NA
"53",2015,"010192002182","02182","Erwin Middle Sch","0101920","Jefferson County","037","0275","532 23rd Ave NW","Center Point","AL","35215","532 23rd Avenue NW","Center Point","AL","35215","2053793430",1,33.644541,-86.698913,"142","13820",21,"1073",2,1,1,6,8,0,-3,-3,-3,0,0,0,1,36,463,40,503,0,0,1,0,591,"","",10192002182,NA,NA,NA
"54",2015,"010204002211","02211","Lawrence County Developmental","0102040","Lawrence County","040","0145","55 County Road 370","Trinity","AL","35673","55 County Road 370","Trinity","AL","35673","2569052430",1,34.56667,-87.173644,"290","19460",41,"1079",3,2,1,9,12,0,-3,-3,-3,0,0,0,1,1,10,0,10,0,1,0,0,14,"","",10204002211,NA,NA,NA
"55",2015,"010207002188","02188","Wacoochee Elem Sch","0102070","Lee County","041","0072","125 Lee Road 254","Salem","AL","36874","125 Lee Road 254","Salem","AL","36874","3346644072",1,32.597329,-85.223593,"194","12220",41,"1081",1,1,1,-1,6,0,-3,-3,-3,0,0,0,1,31,264,52,316,1,0,0,0,542,"","",10207002188,NA,NA,NA
"56",2015,"010207002197","02197","Smith Station Freshman Ctr","0102070","Lee County","041","0063","1150 Lee Road 298","Smiths Station","AL","36877","1150 Lee Road 298","Smiths Station","AL","36877","3346644063",1,32.537836,-85.100827,"194","12220",21,"1081",4,1,1,9,9,0,-3,-3,-3,0,0,0,1,28,194,37,231,0,1,0,0,502,"","",10207002197,NA,NA,NA
"57",2015,"010219002353","02353","Macon Co Area Voc Sch","0102190","Macon County","044","6000","1902 Taylor St","Tuskegee Institute","AL","36088","1902 Taylor Street","Tuskegee Inst","AL","36088","3347271600",1,32.430015,-85.720465,"-2","-2",41,"1087",3,4,1,9,12,0,-3,-3,-3,0,0,1,1,-1,-1,-1,-1,0,1,0,0,-1,"","",10219002353,NA,NA,NA
"58",2015,"010222002178","02178","Riverton Intermediate Sch","0102220","Madison County","045","0176","399 Homer Nance Rd","Huntsville","AL","35811","399 Homer Nance Road","Huntsville","AL","35811","2568514640",1,34.79309,-86.488041,"290","26620",21,"1089",2,1,1,4,6,0,-3,-3,-3,0,0,0,1,37,211,60,271,1,0,0,0,759,"","",10222002178,NA,NA,NA
"59",2015,"010222002376","02376","Moores Mill Intermediate","0102220","Madison County","045","0215","1210 Walker Lane","New Market","AL","35761","1210 Walker Lane","New Market","AL","35761","2568514700",1,34.90611,-86.527225,"290","26620",41,"1089",2,1,1,4,6,0,-3,-3,-3,0,0,0,1,31,204,57,261,1,0,0,0,668,"","",10222002376,NA,NA,NA
"60",2015,"010237002168","02168","Dawes Intermediate Sch","0102370","Mobile County","049","0231","10451 W Lake Rd","Mobile","AL","36695","10451 West Lake Road","Mobile","AL","36695","2512211485",1,30.618037,-88.288698,"380","33660",41,"1097",1,1,1,3,5,0,-3,-3,-3,0,0,0,1,25,110,0,110,1,0,0,0,540,"","",10237002168,NA,NA,NA
"61",2015,"010237002177","02177","Evening Educational Options","0102370","Mobile County","049","0291","2051 Military Road","Mobile","AL","36605","2051 Military Road","Mobile","AL","36605","2512213233",1,30.628471,-88.08544,"380","33660",12,"1097",3,3,1,10,12,0,-3,-3,-3,0,0,0,1,-1,34,0,34,0,1,0,0,54,"","",10237002177,NA,NA,NA
"62",2015,"010237002202","02202","Taylor White Elementary School","0102370","Mobile County","049","0705","476 Eliza Jordan Road N","Mobile","AL","36608","476 Eliza Jordan Road N","Mobile","AL","36608","2512211465",1,30.700284,-88.293093,"380","33660",41,"1097",1,1,1,0,5,0,-3,-3,-3,0,0,0,1,19,105,0,105,1,0,0,0,345,"","",10237002202,NA,NA,NA
"63",2015,"010243002203","02203","Montgomery Technical Education Center","0102430","Montgomery County","051","0461","1200 Hugh Street","Montgomery","AL","36108","1200 Hugh Street","Montgomery","AL","36108","3342415307",1,32.36103,-86.332001,"-2","33860",12,"1101",-2,1,2,-2,-2,0,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,0,0,0,NA,"","",10243002203,NA,NA,NA
"64",2015,"010243002207","02207","McKee PreK Center","0102430","Montgomery County","051","0456","4015 McInnis Dr","Montgomery","AL","36116","4015 McInnis Rd","Montgomery","AL","36106","3342236801",1,32.292814,-86.253045,"-2","33860",12,"1101",-2,3,1,-2,-2,0,-3,-3,-3,0,0,0,1,-1,NA,NA,NA,1,0,0,0,NA,"","",10243002207,NA,NA,NA
"65",2015,"010243002214","02214","Park Crossing High School","0102430","Montgomery County","051","0478","8000 Park Crossing","Montgomery","AL","36117","8000 Park Crossing","Montgomery","AL","36117","3342608121",1,32.316981,-86.176445,"-2","33860",41,"1101",3,1,1,9,12,0,-3,-3,-3,0,0,0,1,61,362,0,362,0,1,0,0,1340,"","",10243002214,NA,NA,NA
"66",2015,"010243002413","02413","Montgomery Preparatory Academy for Caree","0102430","Montgomery County","051","0462","1200 Hugh Street","Montgomery","AL","36108","1200 Hugh Street","Montgomery","AL","36108","3342415307",1,32.36103,-86.332001,"-2","33860",12,"1101",3,4,1,10,12,0,-3,-3,-3,0,0,1,1,13,13,0,13,0,1,0,0,29,"","",10243002413,NA,NA,NA
"67",2015,"010255002355","02355","Oneonta Middle School","0102550","Oneonta City","178","0015","27605 State Highway 75","Oneonta","AL","35121","27605 State Highway 75","Oneonta","AL","35121","2056253801",1,33.933262,-86.49593,"142","13820",41,"1009",2,1,1,6,8,0,-3,-3,-3,0,0,0,1,16,114,24,138,0,0,1,0,353,"","",10255002355,NA,NA,NA
"68",2015,"010264001568","01568","Thompkins Early Childhood Ctr","0102640","Ozark City","182","0015","271 Willa Cir","Ozark","AL","36360","271 Willa Circle","Ozark","AL","36360","3347744911",1,31.46336,-85.65842,"222","37120",31,"1045",-2,1,2,-2,-2,0,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,0,0,0,NA,"","",10264001568,NA,NA,NA
"69",2015,"010265002200","02200","RISE Academy","0102650","Pell City","183","0120","1300 Cogswell Avenue","Pell City","AL","35125","1300 Cogswell Avenue","Pell City","AL","35125","2053383700",1,33.583875,-86.294403,"142","13820",32,"1115",4,2,1,-1,12,0,-3,-3,-3,0,0,0,1,6,30,3,33,1,1,1,0,56,"","",10265002200,NA,NA,NA
"70",2015,"010267001579","01579","Uniontown Elem Sch","0102670","Perry County","053","0060","PO Box 649","Uniontown","AL","36786","Old Thomaston Rd","Uniontown","AL","36786","3346286318",1,32.44476,-87.517611,"-2","-2",43,"1105",-2,1,2,-2,-2,0,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,0,0,0,NA,"","",10267001579,NA,NA,NA
"71",2015,"010267001735","01735","Marion High Sch","0102670","Perry County","053","0035","PO Box 150","Marion","AL","36756","Hwy. 14 West","Marion","AL","36756","3346836741",1,32.631488,-87.334973,"-2","-2",43,"1105",-2,1,2,-2,-2,0,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,0,0,0,NA,"","",10267001735,NA,NA,NA
"72",2015,"010270002179","02179","Lakewood Primary Sch","0102700","Phenix City","184","0047","#18 Explorer Road","Phenix City","AL","36867","#18 Explorer Road","Phenix City","AL","36867","3346649955",1,32.510492,-85.031497,"194","12220",21,"1081",1,1,1,0,2,0,-3,-3,-3,0,0,0,1,32,139,14,153,1,0,0,0,535,"","",10270002179,NA,NA,NA
"73",2015,"010270002414","02414","Success Academy","0102700","Phenix City","184","0135","1700 17th Avenue","Phenix City","AL","36867","1700 17th Avenue","Phenix City","AL","36867","3342989876",1,32.47725,-85.016341,"194","17980",21,"1113",4,3,1,-1,12,0,-3,-3,-3,0,0,0,1,-1,-1,-1,-1,1,1,1,0,-1,"","",10270002414,NA,NA,NA
